C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
1.55199896601623898995,0.00832658705479653004,0.04759134336328441767,0.00005022874376334789,0.01781739852703222160,-0.01126067537709637620,0.06843936271537995331,-0.00000011079809384730,0.11161827716997319015,-0.01090466805219450497,-0.05208892424252431486,0.01839951775713843940
